1;Москва
2;Краснодар
3;Екатеринбург
4;Челябинск
5;Омск
6;Воронеж
7;Санкт-Петербург
8;Нижний Новгород
9;Красноярск
10;Новосибирск
11;Казань
12;Самара
13;Ростов-на-Дону
14;Волгоград
15;Саратов
16;Тюмень
17;Ярославль
18;Томск
19;Рязань
20;Пенза
21;Липецк
22;Уфа
23;Пермь
24;Ижевск
25;Барнаул
26;Ульяновск
27;Оренбург
28;Тула
29;Набережные Челны
30;Киров
31;Чебоксары
32;Калининград
33;Курск
34;Ставрополь
35;Магнитогорск
36;Тверь
37;Иваново
38;Брянск
39;Сочи
40;Калуга
41;Орел
42;Вологда
43;Астрахань
44;Белгород
45;Владимир
46;Йошкар-Ола
47;Курган
48;Мурманск
49;Нижнекамск
50;Нижний Тагил
51;Новокузнецк
52;Саранск
53;Смоленск
54;Сургут
55;Тольятти
56;Улан-Удэ
57;Череповец
58;Чита
59;Благовещенск
60;Новороссийск
61;Сыктыквар
62;Хабаровск
63;Псков
64;Подольск
65;Химки
66;Балашиха
67;Иркутск
68;Кемерово
