Астрахань;46.343871;48.011002;1
Астрахань;46.359376;48.054066;2
Астрахань;46.332541;48.022667;3
Астрахань;46.3589;48.03782;4
Астрахань;46.354557;48.005107;5
Астрахань;46.29186;47.97732;6
Астрахань;46.337719;48.038756;7
Астрахань;46.336181;48.009667;8
Астрахань;46.364946;48.06968;9
Астрахань;46.353658;48.05647;10
Балашиха;55.796168;37.934935;1
Балашиха;55.751443;38.022482;2
Балашиха;55.80958;37.841143;3
Балашиха;55.74973;37.9735;4
Балашиха;55.760233;38.084938;5
Балашиха;55.826374;37.955169;6
Балашиха;55.746035;38.01393;7
Балашиха;55.795351;37.93319;8
Балашиха;55.787086;37.879857;9
Балашиха;55.786746;37.88057;10
Барнаул;53.341479;83.715547;1
Барнаул;53.358864;83.675203;2
Барнаул;53.332163;83.794498;3
Барнаул;53.347633;83.774792;4
Барнаул;53.351194;83.686876;5
Барнаул;53.335587;83.785744;6
Барнаул;53.364767;83.665212;7
Барнаул;53.377219;83.74453;8
Барнаул;53.308033;83.623074;9
Барнаул;53.337565;83.78154;10
Белгород;50.596374;36.594545;1
Белгород;50.554778;36.567019;2
Белгород;50.614654;36.586711;3
Белгород;50.591143;36.595045;4
Белгород;50.625545;36.559972;5
Белгород;50.610729;36.595709;6
Белгород;50.604315;36.604708;7
Белгород;50.595706;36.605516;8
Белгород;50.617495;36.581908;9
Белгород;50.599893;36.579021;10
Благовещенск;50.259063;127.53318;1
Благовещенск;50.259776;127.53336;2
Благовещенск;50.260078;127.533427;3
Благовещенск;50.267414;127.51817;4
Благовещенск;50.268935;127.52686;5
Благовещенск;50.299314;127.540977;6
Благовещенск;50.299314;127.540977;7
Благовещенск;50.30334;127.506951;8
Благовещенск;50.260548;127.538683;9
Благовещенск;50.266565;127.5328;10
Брянск;53.265608;34.361914;1
Брянск;53.303572;34.285436;2
Брянск;53.215065;34.394497;3
Брянск;53.246047;34.331123;4
Брянск;53.312622;34.290052;5
Брянск;53.267177;34.40335;6
Брянск;53.232969;34.353851;7
Брянск;53.25133;34.333408;8
Брянск;53.263088;34.3443;9
Брянск;53.314769;34.278663;10
Владимир;56.172992;40.459944;1
Владимир;56.101426;40.277075;2
Владимир;56.124837;40.383544;3
Владимир;56.164565;40.467094;4
Владимир;56.145789;40.387265;5
Владимир;56.164565;40.467094;6
Владимир;56.112218;40.334178;7
Владимир;56.112218;40.334178;8
Владимир;56.112218;40.334178;9
Владимир;56.112218;40.334178;10
Волгоград;56.142215;40.388724;1
Волгоград;48.743909;44.488432;2
Волгоград;48.715693;44.522663;3
Волгоград;48.696824;44.48572;4
Волгоград;48.77126;44.558383;5
Волгоград;48.657943;44.444922;6
Волгоград;48.798796;44.601629;7
Волгоград;48.60589;44.420666;8
Волгоград;48.509633;44.567574;9
Волгоград;48.777369;44.549494;10
Вологда;59.214932;39.872607;1
Вологда;59.209626;39.899234;2
Вологда;59.222141;39.89143;3
Вологда;59.217179;39.886536;4
Вологда;59.213031;39.909562;5
Вологда;59.213031;39.909562;6
Вологда;59.205155;39.822564;7
Вологда;59.207625;39.905674;8
Вологда;59.203957;39.822718;9
Вологда;59.226097;39.913374;10
Воронеж;51.684491;39.181303;1
Воронеж;51.656977;39.185322;2
Воронеж;51.653056;39.148888;3
Воронеж;51.717287;39.177236;4
Воронеж;51.613392;39.246395;5
Воронеж;51.696565;39.273873;6
Воронеж;51.70583;39.149428;7
Воронеж;51.654283;39.189637;8
Воронеж;51.742316;39.32168;9
Воронеж;51.879086;39.585496;10
Домодедово;55.441971;37.748725;1
Домодедово;55.442653;37.769968;2
Домодедово;55.423421;37.768496;3
Домодедово;55.418356;37.840424;4
Домодедово;55.43474;37.753432;5
Домодедово;55.453129;37.762687;6
Домодедово;55.435007;37.779871;7
Домодедово;55.433725;37.775162;8
Домодедово;55.425163;37.772315;9
Домодедово;55.418827;37.833253;10
Екатеринбург;56.803624;60.626366;1
Екатеринбург;56.836455;60.600231;2
Екатеринбург;56.815312;60.617274;3
Екатеринбург;56.830555;60.552482;4
Екатеринбург;56.832086;60.660768;5
Екатеринбург;56.858531;60.63172;6
Екатеринбург;56.889741;60.620495;7
Екатеринбург;56.810766;60.600098;8
Екатеринбург;56.830555;60.552482;9
Екатеринбург;56.851109;60.570341;10
Иваново;56.996636;40.984081;1
Иваново;56.982569;40.981246;2
Иваново;56.962755;41.024668;3
Иваново;57.007386;40.98869;4
Иваново;57.00184;40.953062;5
Иваново;57.017149;40.969803;6
Иваново;56.99469;40.977708;7
Иваново;56.993462;40.979513;8
Иваново;56.996185;40.972391;9
Иваново;56.994327;40.971394;10
Ижевск;56.870104;53.213218;1
Ижевск;56.852791;53.297248;2
Ижевск;56.86107;53.22754;3
Ижевск;56.84107;53.216511;4
Ижевск;56.819732;53.178561;5
Ижевск;56.863342;53.220592;6
Ижевск;56.87971;53.267136;7
Ижевск;56.835776;53.127695;8
Ижевск;56.863478;53.19454;9
Ижевск;56.835673;53.206599;10
Иркутск;52.2803;104.316635;1
Иркутск;52.274668;104.306137;2
Иркутск;52.330214;104.237586;3
Иркутск;52.277601;104.254106;4
Иркутск;52.25295;104.35997;5
Иркутск;52.266813;104.21067;6
Иркутск;52.226945;104.304285;7
Иркутск;52.268507;104.28859;8
Иркутск;52.246668;104.431418;9
Иркутск;52.288832;104.299521;10
Йошкар-Ола;56.629546;47.905062;1
Йошкар-Ола;56.632026;47.885858;2
Йошкар-Ола;56.623288;47.890594;3
Йошкар-Ола;56.633528;47.899366;4
Йошкар-Ола;56.633183;47.900107;5
Йошкар-Ола;56.633221;47.899063;6
Йошкар-Ола;56.609757;47.884751;7
Йошкар-Ола;56.649365;47.899765;8
Йошкар-Ола;56.638503;47.897273;9
Йошкар-Ола;56.655329;47.874859;10
Казань;55.804315;49.207999;1
Казань;55.784297;49.126994;2
Казань;55.768997;49.220677;3
Казань;55.830566;49.060436;4
Казань;55.827495;49.146527;5
Казань;55.836843;49.076009;6
Казань;55.740262;49.143855;7
Казань;55.742273;49.142334;8
Казань;55.751199;49.213672;9
Казань;55.865894;49.22241;10
Калининград;54.719547;20.500261;1
Калининград;54.682718;20.490935;2
Калининград;54.737384;20.488158;3
Калининград;54.724969;20.501862;4
Калининград;54.71528;20.461037;5
Калининград;54.712971;20.546346;6
Калининград;54.726302;20.502013;7
Калининград;54.72628;20.502672;8
Калининград;54.714696;20.461006;9
Калининград;54.681493;20.477384;10
Калуга;54.520015;36.301922;1
Калуга;54.506872;36.253499;2
Калуга;54.495772;36.217406;3
Калуга;54.515067;36.255499;4
Калуга;54.504592;36.257512;5
Калуга;54.515353;36.26465;6
Калуга;54.578085;36.251826;7
Калуга;54.565975;36.26816;8
Калуга;54.52305;36.261407;9
Калуга;54.520663;36.260487;10
